index,score,text
1934,10,최근 3년동안 본 영화 중 최고였습니다
1935,10,아무생각없이 보다가 울고 웃고 최근에 본 가장 재밌는 신파극입니다
1936,9,다만악에서 부터 봤지만 어린승이님 진짜 연기 잘하신다 나중이 더욱 기대되네요
1937,10,정말 감동있게본 작품중에 하나입니다 꼭 보시기를 추천 드려요 연기 다 너무 잘했어요
1939,10,어머니랑 보러갔다가 펑펑움
1940,10,오랜만에 영화관에서 움 
1941,10,성동일 배우가 너무 좋아서 보게되었는데 역시 보길 잘했어요 감동적이고 특히 담보 너무 귀여워료
1942,10,강츄하는 영화  넘 좋네요
1943,7,뒷부분에 급 전개가 아쉬워요 엄마랑 추석 때 아무생각없이 보다가 마스크 속에 눈물이 콸콸
1944,8,조금은 모자란듯 시간이 부족한듯한 스토리에도 차고 넘치는 연기는 다른 부족함을 충분히 채워주는 것 같다 슬프고도 따뜻한 시간였다
1946,8,노잼은 아니고 신판 내년 이맘때 TV에서 봐도 될듯 합니다
1949,8,감동스럽게 잘봤어요  억즙(살짝)이기도 하지만 추천드려요 
1950,10,억지로 눈물 짜내서 10점 드립니다
1951,8,슬픈것만 때려박았네요 안울수가 없슴돠  억즙에 즙이짜여질 수 밖에없는 구조
1953,9,성동일같은 사람이 한사람이라도 있다면 부성애가 억지라면 억지일수 있지만보는내내 행복하다
1954,10,추석영화볼께너무없어서 봤어요
1955,10,배우들의 흠잡을 데 없는 연기력 그것만으로도 볼만하다
1957,8,사람들이 슬프다고 해서 휴대용 휴지 챙겨갔는데 눈물 흐르지는 않고 눈물 참 어린 승이가 진짜 연기 잘해서 감동이었음 웃음포인트도 있고 그냥 시간 날 때 한 번 보면 좋은 영화인 듯
1958,10,뻔한 신파인데 너무 슬퍼
1959,10,초반 도입부터 중간까지는 올해 최고의 영화였음
1962,8,영화 람보처럼 애틋한
1963,10,VOD로 나오면 한 번 더 봐야지 -질질짬
1964,10,울고 울고 또 울고 가족들 다 같이 가서 봤는데 애들도 울면서 봤어요 휴지 필수로 챙겨가야 함 가슴 따뜻한 영화예요
1965,10,진짜 최고 
1966,10,담보 승이와 승보아빠 두석아저씨 그리고 종배아저씨까지 너무 잘 봤어요 눈물 콧물 쏟고 갑니다 
1967,10,1234577891
1968,8,잘만든 7번방의 기적 헬로우고스트 같은 작품전형적인 한국식 신파그런대 주인공 3인방의 연기력으로 모든걸 커버가능함다만 중간에 너무 질질 끌고간 부분에서 아쉬움
1969,6,뻔한 신파 그럼에도 많은 눈물 (FEAT 소이짱)
1971,10,엄청나게 울었어요 넘 연기들 잘하세요
1972,10,마지막 장면에서 정말 오열하며 울었어요 정말 감동 깊고 마음 속 울림이 큽니다 배우분들 연기가 정말 인상 깊었고 가족애가 돋보이는 영화였습니다 강추
1973,10,승이와 성동일님의 감정연기에 감탄하며 보는 내내 눈물났던 감동적인 영화기대하고 봤는데 상상 그 이상의 감동을 준 영화여운이 깊게 남을 것 같다
1974,10,오랜만에 좋은 영화봤어요 강추입니다
1977,10,아 왜그냥 흐름대로가지꼭 이래야만 했어요
1978,10,솔직히 말하면 제 입장에서는 힐링영화가 아닌것같아요 제가 눈물이 많은 편이긴 하지만 처음부터 끝가지 슬펐어요 친구3명에서 갔는데 3명다 울고 하지만 재미있어영
1980,9,조선족 미화는 별로지만 그래도 눈물 질질 짯습니다 아기 담보 연기 정말 잘하고 성동일님 마지막 그 역할 정말 명품 연기예요
1983,10,성동일은 진짜 연기의 신
1984,10,성동일 배우님 연기에 감동 받았어요 잘 봤습니다
1985,10,재미따 슬프따우애에에에에우렁
1986,7,평범한 스토리에 잔잔한 감동 자극적이지 않은 영상으로 가족과 함께 볼것을 추천드립니다
1987,10,재밌게 잘봤늡니다성동일 짱
1989,10,1점짜리는 누가봐도 댓글알바 같은게 일반인은 아무도 JK필름에 관심없는데 자꾸 JK필름 욕하는 1점짜리 댓글들이 많이 보이네 영화 연기도 잘하고 재밌었는데
1991,10,재밌고 감동적인 영화 특히 소이양과 성동일배우님 연기를 잘하시는거 같습니다  
1992,10,좋아요 감동이에요 최고
1993,10,재밌어요근데 눈물 많으신분들은 계속 눈물날수있으니 그거 생각하시고 보러가세용 저는 분위기만 그렇게 잡아도 우는 스타일인데 울다가 웃었다가 또 울다가 무한반복하고 나옴작품보고 우는거 좋아하는 사람이라 잘 보
1994,10,역시 믿고 보는 성동일간만에 가슴 뭉클 요즘처럼 자식에대한 사랑부모에 대한 사랑이 결여되는 이때에 가장 필요한 영화인것 같아요♡
1995,10,오랫만에  힐링의 시간강추
1996,10,찡해여 눈물주의보 엄청훌쩍거림
1997,10,평생 영화관에서 영화 보고 평점 주는 건 이 영화가 처음이야 내사랑 담보 너무 귀엽고 사랑스러운데 연기를 너무 잘해서 안쓰러워서 눈물났고 성동일님 연기가 진짜 뭐 거의 우리 아빠마냥 내가 달려가서 안기고 싶을
1998,10,액션충인데 간만에 감동영화 재밌게봤습니드
1999,10,끝부분쯤에 담보박승보 라는 글자로 공책이 빽빽한걸 보고 너무 감동 받고 마음이 아팠어요 병실에서 연출이 너무 슬프고 공감이 잘됐답니다
0,6,원작을 뛰어넘는 작품은 없다지만 굳이 끼워넣은 인위적인 설정과 무미건조한 주인공의 표정 고증없이 나열된 영화 속 동양의 세계에 실망스러웠습니다  심지어 영화를 관통하는 큰 가치가 악역 보리 칸에게도 존재해 이 사
1,4,킬링타임용 영상미는 좋으나 스토리등 유치하고 별로 원작보다노잼임
2,1,이걸 한번 볼바엔 반도를 10번 보겠습니다
3,1,일단 디지스타일의 애니메이션은 노래와 시대적 센스를 반영해서 재구성한 작품으로 호불호가 갈림에도 역시 디즈니 답다라는 평을 주는데 이건 그냥 진지한 중국 무협영화를 영어로 보는 느낌 스토리야 디즈
4,6,별 로 재 미 없 습 니 다 ; ; ;
5,1,유역비가 홍콩 진압하는 경창들 응원하는 포스트햇던데 그 사람이 나오는영화 보는놈들은 중국지지하냐 그리고 디즈니는 스타워즈에 되도않는 PC를 쳐넣드만 중국에 휘말려서 뭔 홍콩 대만 무시하는 배우를 넣지 않나 인
6,1,10점 뭐냐 댓글 알바임 디즈니한테 실망함 (출연진은 제대로 뽑자)
7,3,애니메이션 ‘뮬란’ 실사화라고 하기에는 연출 등장인물 전개 모두 아쉬움특히 마지막 검에 각인된 글자가 ‘효’라는게도대체 이 영화가 무엇을 보여주고 싶었는지 도저히 모르겠음디즈니의 강점이자 특징인 등장
8,2,기대는 안했지만 더 기대이하였어요 7세이상 관람으로 해도 될 것같아요
9,1,음디즈니정말 실망입니다
10,2,음 알라딘은 예술성이 돋보였지만 뮬란은 OST도 없도 그냥 애니 줄거리만을 따라가기만 한 느낌 이에요 감동도 예술성도 돋보이지 않고 밋밋해 실망스럽습니다
11,1,디즈니넘 실망어떻게 그럴수있니
12,1,내 어린시절 뮬란을 이렇게 망치지마
13,1,중국이 싫다고 1점 주지는 맙시다 저는 이 영화가 싫어서 1점 줍니다
14,1,영화에 짜장이 묻으면 이 꼴 나는구나 
15,1,돈으로 헐리우드를 샀지만 관객마음은 못사지
16,2,기대도 안했는데 기대이하였음 디즈니에 개실망
17,2,개봉하기전에 이미 봤다견자단하고 이연걸 아깝다 여기 왜 출연했어
18,4,이번만큼은 동의 합니다 찌꺼기라는 평론가의 평점을
19,4,이번 영화는 그저 유역비를 보고싶어하는 이들을 위한 팬심 영화인듯 이거 보지 마시고 예고편이 더 재밌어요
20,1,21세기 희대의 망작 디즈니 주주로써 화가 치밀어 오른다
21,1,중국물 찜찜함에도 팬심으로 봤다가 원작파괴에 재미까지 없어버리니 홍콩에 대한 미안한 감정만 남았다
22,1,- 한줄평 -짱깨가 짱개한 영화
23,1,미국영화계가 중국자본으로 춤을 추니 모든 영화가 중국스럽구나 짜증난다디즈니는 디즈니 답게
24,1,FREE HONGKONG
25,1,진짜 올해 최악의 영화 전 배우들의 발연기에 개연성 없는 스토리가 산으로 가고 전개가 매우 빠르며 뜬금없는 개과천선 모든 면에서 최악이다 액션 특유의 그 중국식 수도사들이 쓰는 액션들이라 퇴보됨 이거 볼 시간
26,1,디즈니는 왜 명작 애니메이션들을 실사로 망치는가 21세기 디즈니의 퇴화를 보여주는 작품이 될듯
27,1, 노답  돈 아까워
28,2,애니메이션   스토리개연성 넘 떨어짐
29,1,와 진짜 미침 모든 면에서 수준이하라 디즈니라고 믿기지 않을 정도 단점 밖에 없어서 오히려 단점이 없는 영화
30,1,개똥같은 영화   진짜 재미가 1도 없네   1점도 아깝다
31,1,탄압과 차별에 대해 다룬 영화를 위구르 살해현장에서 찍은 것도 어이없고 홍콩 민주화 운동에 중국에 지배당하라고 발언한 애가 뮬란역  아이러니하네
32,2,개봉 전부터 말 많더니 결과물 보니 정말 최악이었습니다 원작 애니에 있었던 주요 캐릭터를 그렇게 다 빼버리고 왠 무엽액션영활 만들어놓고는 쓸데없는 설정만 잔뜩 집어넣고 이거볼바엔 차라리 원작애니를 한
33,1,FREE HONG KONG 이라 적은 평점에 비추 테러하는 놈들은 다 짱깨가 누른걸로 봐도 무방하지 
34,1,굳이 보이콧을 안해도 알아서 조용히 사라질듯 먼저 디즈니+에서 개봉한 이유가 있었네
35,1,감상포인트 어떤거도 죽기싫은데 골라야하니 참 난 영화 좋아해서 아무리 재미가 없고 감동이 없어도 5점 이상은 준다  내가 1점 준거는 악당역할 배우가 그나마 애니랑 비주얼이 비슷해 1점준다  일단 주인공 보필
36,2,도데체 볼거리와 영상미는 어디서찾아야되는가제작비는 어디에쓰였는지무협영화로 탈바꿈해버려서 원작의 깊이를 전혀한발짝도 따라가지못한 최악의 실사영화임이연걸 견자단을 병풍으로만들고 눈사태나 전쟁장면또한 과거 엠비
37,1,이런 쓰레기를 돈주고 영화관가서 보는 사람이 있다니 쯧
38,1,원작이 웁니다
39,3,보는내내 울다나왔다스토리도 엉성하고 디즈니라도 너무했다이건
40,1,진짜 너무 별로 였다 중국
41,1,이딴걸 영화라고 만들고 있냐관람 시간을 보상받고싶단 생각이 들정도로개노잼'디 워'도 이것보단 재밌었다
42,2,우선저는 정말로 맹세하고 관람을 한후 평점을 남기는것 이니 오해는 하지 말아주세요우선 처음 예고편이 나왔을때 사람들이 우려한 그대로 영화가 나왔다고 생각합니다 작년에 라이온킹이 나왔을때 사람들로 부터 많은 호불호
43,1,이상한 이유: 명품 OST 전부 버림 감초 조연 다 버림 억지스런 페미주의 전개 저질 수준 낮은 액션씬;;  진짜 실망
44,1,중국 공산당편에 서서 홍콩경찰을 응원한 뮬란역의 유역비 신장 공안국에 감사를 표한 노답 디즈니 SHAME ON YOU BOYCOTTMULAN#NOCHINA#FREEHONGKONG#FREEUIGHUR#FREETI
45,2,이게 진짜 디즈니에서 만든게 맞음이름만 뮬란인거 아님
46,2,디즈니를 욕보이다니
47,3,배우논란 이런거 다 배제하고 영화만 평가했음평소 중드+무협물 보는거 좋아하는데 뮬란은  10년 전 중국무협영화 보는 기분이었음메이크업 의상도 촌스럽고(오리엔탈리즘 끝판왕) 내용도 이게 뭔지 모르겠고액
48,4,참나 내가 제일 좋아하는 디즈니 프린세스 (뮬란도 포함임) 망쳤네
49,1,원작이나 봐야지
50,2,디즈니 애니메이션 중 뮬란을 가장 좋아하고 어린시절 뮬란을 수십 번 보며 성장한 제 기준에서는 엄청난 졸작입니다 수호신 무슈와 귀뚜라미 등 매력적인 서브 캐릭터의 부재에 디즈니 영화 매력의 정점인 OST도 모두
51,6,마녀는 굳이 넣을 캐릭터가 아닌데 넣었고후반부에 갑자기 착해지는 것도 스토리 개연성에 안 맞습니다
52,1,이거 평가하기가 너무 어렵다 무엇을 표현하고 싶은가 무엇을 말하고 싶은가 무엇을 보여주고 싶은가 어른들의 향수를 위한 영화라고 생각했지만 어린이들이 볼만한 영화다
53,2,재미가 너무 없어서 별점 하나도 아까워요
55,1,영화 앞부분 어린시절 집안구석 뛰쳐다니면서  어린 뮬란시절 연출력 보면서 와 진짜 영화 어설프다했는데 끝까지  엉성했다 같이 영화본언니랑 싸울뻔했다고
56,5,왜 각색을 이렇게 했을까요  의문입니다 걍 애니를 한번 더 보느게 정신건강에 좋은듯합니다
57,2,넘 재미없었어요만화를 넘  재미있게 봐서 기대를 많이 했거든요내용의 개연성도 떨어지고디즈니 특유의 뻔한 감동(그래도 그것이 좋았거든요)도 없고 아무튼 디즈니 답지 않았어요
58,3,스토리가 너무 어설퍼요내용에 전개와 짜임이 너무 기대이하네요
59,5,애니메이션의 감동이 너무 컸던 탓일까 딱 그저 볼만한 정도였음 뭐든지 다 애매한 영화
60,6,원작을 좋아했던 분들이라몀 실망할 요소들이 많네요  디즈니 넘나 좋아해서 봤는데 색감이라던가 유역비의 액션 외에는 좋았던 점은 없는듯해요
61,3,중국 눈치 실컷 보더니만 결과물이 이거냐 REFLECTION이 영화 끝나고 나와 짜장면을 짜장하고 면 따로 먹는 느낌
62,6,주제의식을 돋보이게 하려 군더더기라 생각하는 것들을 제거했다 그랬더니 '뮬란'이라 부를 수 없는 중뽕영상이 탄생했다
63,2,역대급 진토백이 오리지날  중국산영화  중국영화는  관시문화땜시  발전이 없음  이거만든  감독  수입료나  많이  챙기고  도망가라  대만은  영화는  이러지  않는데  중국은
64,1,이런 뮬란을
65,4,예고편을  보는것으로  팬심 달래심이
66,5,DISNEY 특유의 MUSICAL적 요소가 없음 만화영화보다 DINAMIC하지 않음
67,2,전문가가 아니라서 뭐가 잘못되었는지는 모르겠는데 뭔가 많이 잘못된 영화 재미도 없고 뭔가 엉성하고 내가 막 부끄럽고
68,1,FREE HONG KONG
69,1,0점 주기는 없냐 억지로 1점 주게 만드네
70,2,시대를 역행하는 지루한 무협영화
71,6,중학생딸과봤는데성평등대사등너무 올드한 것같아요
72,1,쁘리횽콩 띠벳쁘리 따이아 남바완
73,1,뮬린캐릭터설정이 맘에 안듬
74,1,진짜이렇게 재미드럽게없는영화첨봄내 인생 내목숨걸고 하는말임무슈가없는 뮬란은 걍 잡영화
75,1,유역비(뮬란) : 난 중국공산당을 지지한다
76,6,그냥저냥 봤습니다오문희가 더 재미있을듯요
78,1,뮬란 불매운동 뮬란 보이콧 FREE HONGKONG
79,1,중국놈들  지구에서 사라져라
80,2,재미리얼 없습니다
82,1,그냥 공산당이 싫어서 안봐요가지않겠습니다 사지않겠습니다 보지않겠습니다 NO CHINA
83,2,재미없으면 공감 재미있으면 비공감
84,8,걍   마녀가 참 얼척 없게 죽네  디즈니도 참 중국 돈으로 만드니   망작으로 만드는군
85,2,무료로 OCN에서 보세요
86,1,알라딘은 원작처럼 선을 지켰고 라이온킹은 무표정 같지만 티몬과품바가 있어서 좋았지만 뮬란은 무슈 개그삼인방 샹장군 귀뚜라미 뮤지컬도 없고 그냥 삼류무술영화로 만들었다
87,6,만화영화가 훨씬 재밌긴 합니다 기대에 못 미쳤네요 전체적으로 아쉬웠어요 특히 스토리가
88,2,디즈니도 이제 전성기 시절때 그 특유의 순수하면서도 완벽한 느낌은 찾기 힘들다고 보는게 맞을듯 PC에 맛들리고 윗쪽에서 강제식으로 압박 넣으면서 제작할때부터 한물갔다고 봄
89,2,굳이 보이콧 할 필요가 없을 정도로 재미가 없음 원작에서 몇가지 구성과 전개가 차용했을 뿐 주인공 이름이 뮬란이라는 점만 같을 뿐 아예 다른 영화 지루함 긴장감 없음 약간의 페미성도 있음
90,6,이영화는 장점보단 단점이 돋보이는 디즈니의 몇안되는 영화입니다 일단 디즈니하면 기승전결이 완벽한 스토리라인과 귀를 홀리는 OST라인 연출 영상미가 압권인데 전에 나름 흥행한 알라딘실사와 비교해봐도  딱히 관람내내 
91,3,애니를 실사로 만든거중에 최악순위안에들듯
92,1,애니메이션 똑같이 만들지 감독이 지맘대로 만들어서 올해 최고의 망작을 만들었네 보는 동안 이렇게 지겹게 만들수 있는 능력에 다시 한번 놀람 돈은 어디 셨는지  전투장면의 사람들도 너무 없고 동네 양아치 싸움으로 
93,1,평점 왜케 높냐 돈으로 알바풀었나 되두않는 그래픽 긴꼬리빨강새날아다니고 스토리 연결도 매끄럽지 않더라 그렇다고 이쁘고 잘생긴 애들이 나오는것두 아니고 유이페이도 안꾸미니까 못생김
94,1,영화외 이슈를 배제하더라도 개핵망작이다 영어대사는 80-90년대 더빙 같고 연기는 개판에 연출은 무엇 100프로 중국영화 느낌이고 무협전성기때 영화보다도 질이 훨씬 떨어진다 개연성은 개나 줬으며 수많은 
95,1,홍콩을 억압하는 중국의 경찰을 지지하는 여배우가시대의 억압에 맞서는 뮬란을 연기하다니완전 모순
96,1,착짱죽짱 우한폐렴 OUT 공산당이 싫어요
97,1,총체적 난국
98,1,개 씹 노잼
99,1,중국 무협 영화 같아서 많이 놀람
100,1,반도 살아있다 에 뮬란 추가
101,1,여러분 이 영화 보지 마세요 디즈니 로고만 붙인 중국 무협영화에요 오히려 잘만든 무협영화가 나을지경 뮬란 오에스티 다 생략됐고 걍 원작 뮬란 다시 보세요 별점은 빵점하고 싶은데 안 그럼 리뷰가 안 올라가서 1점 매겨
102,4,스토리의 빈약함과 생각보다  작은 스케일 유역비 연기와 신체적 한계(적어도 남자와 키라도 비슷해야) 우리 배우 수연이 했다면 훨씬 나았을텐데  정치적 배경의 보이콧이 아니더라도 권하고 싶지않은 영화네
103,5,아니 애니 그대로했으면 재밌엇을텐데 각복스토리 왤케 븅처럼 해놨냐 진짜 폭죽대신 투석기 사용하는건 에바였어 
104,2,장예모 감독의 영웅을 한번더 보는게 나을듯
105,1,NO1 TAIWAN PRAY FREE FOR HONG KONG
106,1,중국공산당 미화영화를 보다니 사람 맞나요  1950년 그 추운 겨울대한민국을 침공하여 수백반의 사상자와 이산가족 민족분단의 아픔을 만들게한중국  지금껏 한번도 사과를 하지 않았습니다수천년동안 한국을 괴롭
107,1,이걸 본다고
108,3,애니가 훨나음 뮤지컬 아님 액션 은 평타
109,1,평식이 형이 4점 줬다 거르자
110,2,이 외중에 이걸 보러 가는 인간들이 있다니 
111,2,이게 재밌다고돈 아깝다 진짜 오랜만에 남긴다 후회한다 보지마라 액션은 티비광고 에서 나온게 액션 전부다 유역비는 멜로나 찍지 무슨 액션을 찍는다고 별한개면딱족하다
112,2,디즈니 손절해야한다
113,1,모든 면에서 애니보다 한참을 뒤떨어진다 이렇게 성의없게 만들기도 힘들었을 듯 도대체 2억 달러가 넘는 제작비는 어디로 사라진 것인가
114,1,원작 애니를 이렇게 망치는것도 능력인듯
115,2,이럴거면 걍 중국감독에게 맡겨 장예모 첸카이거 써 공리 나오자나 그럼 뭐라도 나왔것지견자단 이연걸 나온대서 봤드만 왜 캐스팅 했다냐
116,1,디즈니 중국화와 페미때문에 이젠 극장에선 안보려고 한다
117,2,무협영화라기엔 스토리가 약하고 (그나마 다 아는 내용) 동화라기엔 알라딘 처럼 동심이 깨어나며 아련해지는 느낌도 없고 이슈를 떠나서라도 디즈니가 중국 돈벌려고 현지인들 눈치보다 본연의 색을 일어버린 망작느낌 그렇
118,1,노잼 노잼 너잼 노잼 노잼
119,4,탄산 없는 콜라 느낌 원작 뮬란의 장점 중 하나인 보컬 노래가 없는데 어케 실사화인지 실사화 최고봉은 알라딘이다
120,1,그냥 양산형 중국영화 인줄
121,4,원작에니보다 한참  모자라다
122,1,지금까지 중 최악의 실사영화 솔직히 불사조 새새끼는 왜 나오는지 모르겠고 악역들은 찌질하고 더럽게 말 많음 거기다 갑자기 내래이션은 왜 나옴 뮬란 자체도 하아 결론: 개연성 폭망 진짜 총체적
123,1,구역질 나는 영화 볼 가치가 있나
124,1,킬링 타임용으로도 부족
125,6,스토리가 넘 없었어요 같이간 초등생 여자아이들의은 뮬란이 멋지다했는데요 어른들이 보기에는 스토리 없고 디즈니인데 음악도 그닥이란점배경이 멋졌는데 전쟁신이 애들 장난하듯함 이게 제일 아쉬웠어요 더 황당한것은 문
126,1,중국 빠는 유역비 영화는 거른다
127,4, 이거 초중반에 볼만한데 갈수록 다없다
128,1,중국자본 들어간 영화는 보지맙시다
129,3,디스 이즈 차이나 무비중국 코로나
130,1,뭐 중국 홍콩 경찰 옹호고 뭐고 그냥 영화 자체를 못만들었는데;
131,1,홍콩 탄압 찬양하는 반자유주의 공산주의 영화
132,4,디즈니 영화의 매력은 눈을 뗄 수 없게 만드는 쫀득한 모션과 편집이었는데 역대 디즈니 영화 중 이렇게 스로우 모션으로 범벅이 된 게 있었던가 그리고 가장 중요하다고 보여지는 뮬란의 결심후 변신장면은 왜 그냥 스킵하
133,1,조작충들 잘들 지껄이네
134,1,개_같_은 영화 짱_개_들의 쓰_레_기 영화  이영화는 보는 인간들은 매국노 짱_개
135,4,너무나도 스토리 구성이 빈약한 영화 영상미는 봐줄만 해도 스토리 부분은 너무 반감 되어 재미가 떨어짐
136,1,중화사상이 쩌든 배우들이 만든 영화라
137,1,디즈니의 흑역사 이곳에 박제되다
138,1,연계성 없는 스토리와 영화보면서 졸리긴 처음인것 같음 제작비가 다 어디에 사용되었는지핵 노잼 평점 1점도 아까움
139,4,어휴 이걸 어디서부터 얘기해야 할지 할많하않
140,1,정말 1점도 주기 싫은 영화임너무 인위적이고 너무 어색하고 돈 낭비 영화
141,1,주연 배우는 홍콩경찰 지지 엔딩 크래딧에는 위구르족 탄압단체에 감사 표시 고증은 말아 먹었고 3박자를 고루 갖춘영화
142,1,뮬란 애니를 보세요 차라리 그게 낫습니다 애니메이션 뮬란2 보다 재미없습니다 영혼이 없는 영화 공리는 왜 출연했는지 의문
143,1,하 정말 기대했어는데 이건뭐 중국3류 무협영화보다 못한거같은 느낌은 저만 느끼는건가요
144,4,댓글이 알바인 거야 아님 나만 별로인 거야 
145,2,마녀요왜 마지막에 갑자기 착해짐 난 극장서 개봉전에 이미 봤음 자랑은 아님 근데 이미본게 자랑은 아니지만 다행인듯함
146,2,보다가 잤다 영어듣기 잘들리더라
147,6,원작 생각 안하고보면 걍 볼만한 중국영화
148,4,현재까지 나온 디즈니 실사화 영화중에 가장 노잼입니다 디즈니 찐 팬으로써 한번더 실망하고 갑니다
149,1,짱깨짱깨짱깨짱깨짱깨
150,2,논란을 떠나서 영화 자체가 재미가 없더라 말같지도 않은 영화
151,1,뮬란 보이콧 보이콧 중국 물 먹은 더러운 영화 과연 재밌을지 좀 찾아보고 영화보세요
152,1,아직도 디즈니충 많네 
153,6,그냥 그랬어요 노잼까진 아니지만연기도 어색하고 액션씐도 어색하고휴
154,1,디즈니의 PC가 위선인 증거
155,2,애니랑 비교하게엔 좀 많이 부족 아예 중국어를 섰으면 좀 더 좋았을라나 영어와 뭔가 잘 안어울리고 영상미도 마녀도 좀 스토리상 안맞고 전체적인게 부족 알라딘보다도 못하다감상포인트 해줄만한게 없음 중국을 너무 의
156,2,에휴디즈니영화라 애들이 좋아할꺼라 생각하고 자동차극장갔는데 무협영화였네요애들  지루해하고 스토리도 무슨 중국찬양영화같았어요비추해요
157,1,HONGKONG FREE
158,4,견자단 액션 30초 빼고는 감흥도 없고 감동도 없고유역비 애기는 한방에 날라갈거 같이 갸날프네
159,1,일본의 만화 실사화에 돈을 들이면 이런게 나오지 않을까 친중 거르고 봐도 이건 좀 심하다
160,1,인권탄압의 메카인 신장자치구에서 촬영중국공안 옹호 퉤퉤퉤 드러워서 안봐요
162,1,돈으로 빚은 중국똥덩어리애니만 보세요
163,5,반도나뮬란이나유역비가 이뻐서 5점 이내요나머진그냥여자들이 알아서 하겠저영화보면서 여자들이 지금도 어렵고 힘들게나사싶더군요이렇게까지 눈치보며 흥행못하는영화 만드는이유는 뭔지
164,6,엑션 영화 입니다
165,1,FREE HONGKONG
166,1,앞으로 짱깨새끼들은 영화 못만들게 해야 한다 공해다 공해
167,2,혹시나역시나
168,4,그냥 원작 애니메이션 뮬란을 한 번 더 보자
169,1,하돌려줘 내시간
170,1,우웩카욱커욱에욱우익
171,1,이건뭔지아닌가
172,1,몰랐는데 야오 말고 링 치엔포도 나왔던데 누가 누군지 모를정도로 새로 나온 동료 때문에 답답할 정도
173,2,기대 많이했는데 
174,4,개미  크라운제이가 나와서 놀랐다  그리고 뮬란 혼자 무쌍찍고 혼자다함 
175,1,이걸 영화관에서 볼 사람 상영관에서 잠자는걸 추천함
176,1,친중 좌파분들 이 영화 님들이 싫어하는 미국에서 만든 영화니까 평점 1점 주시면 되요
177,1,음 보이콧 하실 분들 계속 하셔도 될것 같아요
178,4,이런 저런 논란 떠나서 너무 재미가 없어요명색이 무협물인데 액션이 C급 입니다스케일도 그많은 돈은 어디다 쓴건지 뒤에 한번 나오는 대규모 전투씬은 규모가 너무 작아요 뮤지컬 형식을 떼니 그냥 이도 저도 아
179,3,메이드 인 차이나 품질 같은 영화 원작과는 달리 왜 라는 물음이 계속 나옴 ;;
180,1,사스가 차이니즈 머니 영화
181,2,고급 레스토랑에서 컵라면 나온 느낌이렇게 만들고도 돈벌려고 하다니
182,1,마지막에 주작이 날아오를때는 내 빡침도 하늘로 올라갔음
183,1,중국인 댓글부대 심각하네
184,1,클레멘타인도 이것보단 낫다 반박시 마오쩌뚱
185,2,차라리 님이션이였으면 좋았을즛
186,1,                
187,1,뮬란 불매 보이콧 우리나리 사람들은 뮬란 많이 안보러 갈줄 알았는데 이렇게 많이 보러 갔다니 놀랐다 뮬란 안본사람으로 글 남긴다
188,3,이미 외국에서 평이 망할대로 망한 걸 알고 봄 재미없는 건 둘째치고 아무리 봐도 이 시기에 뮬란 실사화를 한다는 건 중국자본과 PC자본에 묻어가려 한 거 같은데 아이러니하게도 중국인들과 PC지지자도 싫어할 거 같
189,1,아름다운 홍콩을 구원하라 
190,1,이정도면 뮬란을 안보고 만든 영화입니다
191,1,최악최악최악최악최악최악최악최악최악
192,1,보지마세요 돈아까움
193,1,역사 의식 다 무시한 채 디즈니라는 네임표달고 만들어재끼면 그게 영화냐
194,1,짱개 무협영화에 디즈니 마크만주옥같은 뮬란 OST는 어디다 다 팔아먹고아이유를 뮬란으로 해서 다시 찍어라
195,1,#BOYCOTTMULAN
196,6,그래도 뭐 디즈니니까 재밌겟지재미있어지겟지했는데 마지막까지 액션마저 잔잔하니 그래도 코로나덕에 영화관 사람 아무도 없어서 엄마랑 조용히 잘봤어요
197,2,눈사태 씬은 어디 갔으며 유역비의 발연기 이연걸 견자단공리는 왜나온거냐 차라리 작은소망이 더 낫네 TAIWAN NO1 
199,1,엄청 기대했는데 이걸 보는 순간 오래된 원작 애니가 대단한 명작이라 느낄거다 중국자본 들어가다 말았는지 완성도가 폭망수준
200,1,FREE HONGKONG
201,1,중국 공산당의 신장 위구르 인권탄압에 침묵한 디즈니는 각성하라
202,1,중국물 먹으면 디즈니도 어쩔수없이 맛이 가버리는구나
203,6,방금 조조로 봤는데 음 예상대로의 영화였음 기대안해서인지 화는 안나네; 내가 이연걸을 못알아봤다는게 더 충격 
204,2,쓰레기입니다 진지하게 이걸 볼거면 차라리 테넷을 보십시요잘 만든 원작에 중국과 PC가 묻은 쓰레기입니다여기서 유일하게 잘나온거 OST말고는 없을겁니다그 OST마저 뮤지컬 사운드 트랙이 아니라  BGM으로 
205,6,꾸역꾸역보는 개돼지들 많구나 정말 대단해
206,1,본격 중국 따까리되서 꿀좀 빨아보려다가 중국에서 오지게 까이고 한국에서도 개까이는데 쓰래기 매수된 조작전문 네이버에서는 8점이상 평점치는 쓰래기 영화
207,1,와 진짜 어떻게 평점 8점대냐 
209,1,참나 이걸 영화라고오랜만에 잠 잘잤네
210,1,굳이 불매운동 하고 말고 할 필요도 없음 정치적인 문제를 떠나서 그냥 재미가 없음
211,1,뽀로로 극장판이 더 재미있는듯
212,1,인생 최악의 영화 계란없는 계란빵 팥없는 팥빵 크림없는 크림빵 해물없는 해물탕 같은 느낌 스토리도 연속성이 전혀없음 로또 당첨되셔서 돈 낭비 하시고 싶은 분들은 한번 보시는 걸 추천합니다
