score,text
10,이게 재미 없다구요? 정말 재미 있었습니다. 다음 시리즈가 너무 기대됩니다.
10,원더우먼 진리입니다...
10,원더우먼의 등장 만으로도. 솔직히 수준낮은 한국 영화들 보느니 같은 값에 한스짐머 음악과 액션도 즐길 수 있는 이 영화가 훨씬 낫지 않을까? 돈이 안아까웠다.
10,모두가 욕한다해도 나는 정말 재밌게본 영화!! 가족들도 다 엄척 及
8,재미있어요 볼만합니다
8,멋지네요 사람들의 혹평보다 훨씬 낫네요... 즐겁게 봤습니다!!
8,음..평점도 낮고 비판적인 글이 많지만 워낙 기다리던 영화라 봤는데 생각보다 잼있게 봤다
10,마블같은 유치함없어서 너무좋음 배트맨시리즈의 묵직한음여전 아는만큼보임 넘재밋엇음
10,이거 보러가기전에 맨오브스틸부터 보는걸 추천합니다 지금 맨오브스틸 봤는데 이제야 이해가 됩니다 ㅋㅋ 어벤져스에 이어서 저스티스라 기대합니다
10,난 음악도 좋고 원더우먼도 좋고 액션신도 매우재밌게 봤음 만족
10,말들많은데 재미만 있네
10,이정도면 볼만하지 뭘더바래
9,평점별로네 잼있는데..나만 잼있나?한번더볼기회를 찾고있음혼자본적없는데 영화내리기전 혼자라도 한번더 볼생각~~
10,재미없다는 평이 너무 많네요DC 마블 다 좋아하는 팬으로써 저는 재미있게 봤습니다후속편 기대되네요
10,기대이상 너무 재미있어요!!!역시 스케일이 남달라 보는 재미 쏠쏠 합니다!!!
1,슈퍼맨 보다 여기자가 10살은 많아 보이는데 연상연하 커플인가요?
1,"진짜 제시 아이젠버그 연기 ㅈㄴ오졌다.벤 애플럭 배트맨도 ㅈㄴ멋졌고,그럼 뭐하냐 전달이 안되는데"
10,개봉첫날 6점대 까지 떨어진 점수를 보고 충격먹었는데 직접 보지도 않고 까였었구나..;; 진짜 재밌던데
10,이거 보러가기전에 맨오브스틸부터 보는걸 추천합니다 지금 맨오브스틸 봤는데 이제야 이해가 됩니다 ㅋㅋ 어벤져스에 이어서 저스티스라 기대합니다
10,난 음악도 좋고 원더우먼도 좋고 액션신도 매우재밌게 봤음 만족
10,말들많은데 재미만 있네
10,이정도면 볼만하지 뭘더바래
9,평점별로네 잼있는데..나만 잼있나?한번더볼기회를 찾고있음혼자본적없는데 영화내리기전 혼자라도 한번더 볼생각~~
10,재미없다는 평이 너무 많네요DC 마블 다 좋아하는 팬으로써 저는 재미있게 봤습니다후속편 기대되네요
10,기대이상 너무 재미있어요!!!역시 스케일이 남달라 보는 재미 쏠쏠 합니다!!!
1,슈퍼맨 보다 여기자가 10살은 많아 보이는데 연상연하 커플인가요?
1,"진짜 제시 아이젠버그 연기 ㅈㄴ오졌다.벤 애플럭 배트맨도 ㅈㄴ멋졌고,그럼 뭐하냐 전달이 안되는데"
10,개봉첫날 6점대 까지 떨어진 점수를 보고 충격먹었는데 직접 보지도 않고 까였었구나..;; 진짜 재밌던데
10,역시 히어로 물은 진짜 짱인듯 2만원주고봐도 안아까움.
9,"훌륭합니다.좋은영화입니다.영웅들의 개인사정도 볼수있고, 인간의 약한점도 잘표현했습니다.  원더우먼 최고"
9,역시나가 역시나....
9,그런대로 재밌는데요.
8,볼만합니다. 그럭저럭
7,가치있는 영화다. 다음 작품을 더욱 기대해본다.
10,꿀잼핵잼도리도리잼또보고싶음
10,잘봤습니다.빨리다른영화도나왔으면
10,정말 잘 봤습니다 추천추천!!!
8,망작이다 라는 말을 많이 들었는데 의외로 재미있게 봤고 마블영화들처럼 관계된 여럿 영웅들의 개봉작들이 기대됨 재미있었음
9,전 상당히 잼있게 봤어요.. 평점이 왜케 낮은지 모르겠네요ㅎ
10,악평이많아서 어떤가했는데많은 떡밥들이있고 액션도 통쾌긴 러닝타임이라지만 길다고는 못느꼇네요ㅎ 잘봤습니다
8,배트맨이멋졌다 중년간지가폭팔함
7,만화를 보지 않은 관객은 스토리를 이해하기가 조금 어려운 영화인듯..액션신은 제작비를 거침없이 쏟아부은게 눈에 보일정도
10,잘봤네요잼있다고해서잠실타워몰다녀왔네요
9,굿귯질리지않음재밋엇음
8,아무것도 모르고 보는 사람에게는 이해가 안가는 부분들도 있었어요ㅠ
10,자신의나약함으로 엄마를잃은 웨인이 같은 처지의 켄트를 보았고 거기서 슈퍼맨의 인간적인면을 본건데 영화에선 표현이 전혀 안되있음 물론 무삭제판에는 있지만 그걸왜뺏을까하는 의문;글고 너무 길고 스토리가많음;그래도액션cg...
8,"엄청 잘만든 영화는 아니긴한데 엄마 이름이 같아서 상황이 급변한건 배트맨의 과거라면 충분히 자극받을 만한데? 슈퍼맨은 어떤 영화에서든 부모님과의 애착이 상당히 깊다는게 상당히 많이 표현됐고, 배트맨은 부모님을 잃은 ..."
10,마지막을 확장판으로 5번은 본듯하다. 긴말하지 않겠다. 다시 보고 평가해라.
10,너무 잼있게 봤네요 ~~
8,그냥 볼만합니다. 스토리 개연성이 갑자기 떨어지네요.
10,"나는 어쩔수 없는 디씨충인가보다, 그냥 슈트만봐도 좋다 엉엉"
10,아무리 개연성 어쩌구하지만 맨오브스틸과 더불어 디씨만의 고유 어두운 분위기의 품격을 존나잘드러냈음 스토리 개인적으로 나름 개맘에들고 재밌었는데....이걸 자살닦이랑 저리덖이가 말아먹었지
9,이영화가 욕먹는이유를 사실은 잘모르겠다.액션신이 화려해서 볼거리는 확실히 쩐다 생각하는데 영상 색감도 품위있게 썼고 배트맨이 슈퍼맨 긍지로몰아넣는 장면이 설득력있고 젤맘에드는 부분인데 그게 왜욕먹는지 사실 잘; 전개...
1,아드님 친구입니다 ....
5,이 영화를  어쩌해야하나
7,슈퍼맨과 배트맨을 동시에 볼 수 있다는건 상당한 메리트인데 그닥 짜릿하고 흥분되는 맛은 없더라...
7,"매력적인 캐릭터, 아쉬운 이야기/기대이하"
6,느금마사 때문에 대차게 까이지만 그래도 전투씬(특히 둠스데이와의 대결)은 휼륭하다
8,음악 액션 만큼은 마블 그이상인데 스토리 연출이 너무아쉽다.. 소재는 참  마블처럼 단순유치하지않고 가볍지않아서 좋은데 그걸 풀어내는게  볼때마다 이게 뭐지?? 라는 생각이 계속듬  액션도 볼만하다햇는데 가끔 21세...
2,평점주기도 아깝다. DC 영화는 너무 어둡고 먼 내용인지 어렵게 만들어서 개망함. 캐릭터 매력 전혀 없고 슈퍼맨 개 강해서 다른애들이랑 벨런스가 무너짐. 망하는덴 이유가 있음
7,자막때매 박지훈은 여기서도 욕먹고있네... 이씨'발개빌런박지훈새0끼 언제 번역가 그만두냐? 벌써 말아먹은 영화만 몇갠데 개양심도 없는새~끼  잘봐라 이 개빌런새끼 인피니티워 이후로 또 대작번역했다가 말아먹으면...
8,각본 빼고 훌룡한 영화.
9,이 영화의 승리자는 원더우먼이다.
1,너무 재미가없고 길고 보기 힘이들었습니다
1,응 그냥 망작 DC 수고했다.
1,볼만했음... 딱 광고에 나왔던 부분만 ㅋㅋㅋ
10,제 기준으로는 마블 보다 디시쪽인듯 ㅎ
10,원더우먼이 더 기대됨 끝나고 이게 뭐지 함
10,슈퍼맨이랑배트맨팬이라 그냥 좋아요~
9,생각보다 재미잇어요 추천합니다
10,재미있게 보았습니다. 좋아하는  장르라^^
8,"친절하지 못한 영화,  차라리 1/2부로 나눠서 개봉했으면 하는 아쉬움이 많이 남는다. 리부트한 배트맨과 원더우먼의 등장은 성공적인듯..."
9,Dc의  묵직함과  영상미  최고였어요!!
9,"나쁘진 않던데,,스토리가 황당했던 부분이 없지않아 있지만중간중간 화려한 영상, 음향 만족합니다무엇보다도 다음 DC영화가 기다려지게 하는 영화네요"
10,저스티스리그의 처음이라 이런걸로 믿고 10점입니다
9,"디딤돌로서의 효용, 세번 보고 무릎을 탁 치게 만드는 개연성, 팬들의 무수한 이론까지 더해져 오랜만에 최고의 영화를 만난 기분. 여기서 마블에 기대하는 바를 찾으려 하지 마세요. (둠스데이 생김새랑, 몇가지 설정붕괴..."
9,정의를 수호한다는 내용이 멋지네요. 그래픽도 멋지고 참 재미있게 봤어요
9,진짜 맨오브 스틸도 안보고 이거 내용 제대로 보기는했는지 스토리 개연성이 없다는 이상한 소리하네 정말;;무슨 진짜 액션만 기대하고간 초중딩들이 적어놓은 평점들이 왜이렇게 많냐 답답하다 정말로
10,다들 별로랬지만 나는 꿀잼이었음ㅜㅜ원더걸스 존예
10,"조금더 설명들이  들어갔으면 좋았을 텐데 하는 아쉬움이 있지만, 저는 너무나 재밌게 봤네요! 원더우먼 최고ㅎㅎㅎ"
10,"진짜 그리웠던 영화!꿈만 같네요.슈퍼맨, 배트맨, 원더우먼을 실사로 보는 날이 올거라고 상상을 못했어요... 차기작이 기대 됩니다.아쿠아맨, 플래쉬맨이 합류한..."
10,코미디같은 갈등해소 장면에도 불구하고 웅장한 액션과 배우들 포스로 8점은 주고싶은데 평점이 너무 낮아 10점 줍니다~ 벤애플렉의 배트맨 진짜 멋있었음!
8,일단 캐릭터의 매력을 담아 내는데는 합격후속편을 위한 발판 역할은 충실히 했다
10,화려함을 기대하고 봤는데 만족ㅎㅎ
10,기대이상 재미있어요~ 다음 시리즈가 넘 기다려지고 기대합니다 ^^
10,까는글이 많아서 설마했는데ㅎ 설마맞더라 완전 재밌게봤다. 개연성 충분했음.. 어벤져스보다 훨씬재밌게봤다
10,두번봐요ㅎ쿳두쓔쓧ㅎㅎ
10,잼너요잼나 좀 지루해도 잼나
10,난...원더우먼이왜케멋잇지?
10,조금 무겁지만 재미있습니다
10,워낙 호불호가 강해서 기대 안했는데기대 이상 입니다.
10,진짜 너무 재미있어요!!!!
10,표값은 하고도 남고 생각보다 괜찮습니다  개연성 부족이런게 있다해도 혹평받을 정도는 아니라고 보여요  cg도 대단합니다.
10,사람들이 너무 평가를 낮게 하는 것 같다. 기대치가 높았던 이유도 있었겠고 중간중간 약간 개연성 부족한 부분이 있었지만 평점이 너무 낮아서 10점 줘야겠음ㅎㅎ 평가 첨 써보네
10,보면서 이해하려면... 맨오브스틸은 봐야하고... 배트맨은 다크나이트 정돈 보고... 이걸 보세요... 어느정도 이해가고 재밌습니다. 엄마의 이름이 같다는이유로 어정쩡한 화해는 ...배트맨의 가족사를 이해 하면 됩니...
10,"재밋었어요. 배트맨이랑 슈퍼맨아 싸우는 장면 명분이없엇다고 했는데 배트맨은 어렷을적 부모를 잃고 큰충격을받앗는데, 성인이되고 슈퍼맨이 등장할때 회사사람들을 잃엇죠. 그 비뚤어진 감정이 슈퍼맨에게 향한건 아닌가싶엇어요..."
6,원더우먼 등장할때 멋있어요. 다리길이가 몸의 3분의2쯤 되려나~ 원더우먼 영화개봉하면 꼭 보러갈예정~^^
8,히어로물은 언제나 평균이상. 근데 이전 작품 보지않으면 이해하는데 시간좀 걸릴수잇음.
10,굉장히재미있게봤습니다
9,"저는 시간가는줄 모르고 재미있게 봤습니다. 만족못하신분들은 기대치가 매우 크셨던것 같습니다. 영상도 멋지고, 액션도 재미있고. 스토리야 뭐 히어로무비에서는 큰 기대하시면 안되지요 ^^"
10,재미있었어요ㅋㅋㅋㅋ
10,정말 공들여 만든 영화입니다.  이야기가 산으로 간다거나  앞뒤가  안  맞게 느끼실 수도 있겠지만  너무 많은 이야기를 제한된 시간에 편집하려고 하다  벌어진 사고라고 이해하신다면 최소한 액션 씬 만으로도 본전을 ...
10,혹평이많아서 불안했는데 재밌었음 다만 중간에 더럽혀진 로빈슈트나 아쿠아맨 플래시 등등 설명이 필요한 케릭터들이 많고 렉스루터는 왜 슈퍼맨을 적대시하는가에 대한 개연성부터 빈약했음...  근데 마블이기려고 성급히 낸영...
10,기대 안하고 봤는데 완전 재밌네요! 맨오브스틸을 안봐서 약간 이해 안가는 부분도 있지만 그렇게 큰 걸림돌은 아니였어요. 원더우먼 언니 쨔응♡
10,때려부수는 영화중에 최고인듯...
10,약간 지루한듯 하다 재미로 끝
10,생각보다 재미게 보았다. ㅋ
9,헉 이건 신과 인간의 싸움을 보는 듯 엄청 빠른 스포츠카에 탄 느낌 그리고 마사지를 받았다!!! 어떻게 아버지의 유언을~~^^ 보세요! 엄청난 파워로 압도 됨!!!!켑아와는 다른영화
10,악플들에 상처를받은상태로 관람시작원말들이 이리많아 재밌구만이래저래다따져가면 세상 힘들어 어찌살꼬정말재밌었고 후속 기대됨단 맨오브스틸안보고보면 장애인됨꼭볼것
8,나름대로 괜찮은데 하도 까여서 10점을 주려다 그래도 소신껏 8점 줍니다. 지루한 부분은 없고 다만 개연성 부분에서 억지스러운 곳이 있습니다. 갈등해결에서 개연성 부족과 액션과잉이 문제고 나머지는 전반적으로 괜찮습니...
10,난 dc특유의 다크한 느낌이 너무좋았는데 둠스데이공격에 원더우먼등장씬의 비지엠은 지금도 설렘
8,"볼만한영화, 재미있음"
9,처음엔 좀 심오하게 풀어서 무겁게 봤는데 그래도 생각보다 정말 잼있었어요~ 별로라는 말을 들어서 기대를 안해서 그런가ㅋㅋㅋ
8,"슈퍼맨이랑 배트맨이랑 화해할때 뭔가 너무 허무했음 그럼 애초에 싸우질말지,, 슈퍼맨을 위한 영화랄까 ㅎ"
9,나도 그저 네이버 등의 메인에 DC코믹스에 대한 글이 뜨면 읽은 정도지만 그만큼의 관심이라도 없던 사람들에게는 이해하기 어려운 영화였을 수 있다고 생각했다. 배트맨과 슈퍼맨의 관계의 전환에 대한 부분은 아쉬웠지만 나...
7,재미는 있었어요 스토리가 엉켜있어 억지로 짜맞춘듯한 느낌은 어쩔수가 없네요.. 기대에 못미친...
8,한스짐머의 ost는 이영화에 너무 과분하다  아직도 영화속의 대립각은 왜 이루어졌는지 이해가 안가지만 배우 개개인들의 연기는 뛰어나고 볼거리도 화려해 다음편이 기대된다!
9,OO  겁나 젬나더만 평 안좋아서 안볼려다 봤는디 잼나더만
10,난 진짜 재밌게 봤는데ㅎㅎㅎㅎ
10,호불호가  갈리는 이유를 알겟네요 잭스나이더 진짜 ㅡㅡ초 중반 너무  여러 입장을 다표현 할려다보니  몰입도가 떨어지고 설명 부족한  부분도 많았던것  같습니다하지만 후반부 액션은진짜  역대급인듯액션 하나만 봐도  ...
10,재미있어요 아이들이 좋아하네요
10,누가뭐래도 난 슈퍼맨 엄마팬이다
10,기념비적인 작품을 극장 봤다라는 사실이 믿기지가 않음...
7,긴 런닝타임에 비해 많이 지루하진 않음
9,"잼있습니다!!!!"""""""
7,아침 조조로 보고 왔습니다. 많은 이야기를 담으려니 시간이 모자랍니다. 이번영화는 뱃맨과 숲의 이야기만 다뤘으면 어땟을까 하는 아쉬움이 남네요. 감독판을 기대해봐야 겠네요.  원더우먼 등장 소름~
8,하나하나의 영화들이 하나로 합쳐서 만들어지는 어벤저스와 달리 배트맨 대 슈퍼맨은 한번에 다 담을려다보니 너무 합축된 느낌 분위기나 마블과 DC의 성향차이가 아니라 스토리의 문제도 있음... 배트맨 원더우먼 영화가 따...
9,주제가 어렵다는데 이념이고머고 가족 특히 어머니에 대한 이야기임. 오프닝에서 엄마를 잃은 여자애(엄마가될존재)를 안아주면서 슈퍼맨을 노려보는 배트맨. 어머니땜에 배트맨 죽일려는 슈퍼맨. 그리고 어머니란 이름아래 대동...
10,깊이있고 좋았다 dc 건승하자
10,보면볼수록 완벽한영화 기승전결이나 음악 전부 완벽했다. 4번 5번 보면 알수있는 렉스루터 표정연기 진짜 완벽. 진짜 최고의 DC영화다 무자막으로보시길
10,나름괜찮게본영화 10점
10,배트맨 개간지임 존멋ㄷㄷ
4,"""너의 엄마 이름은."""
10,이거 잼있던데요...왜 재미없다그러지?
8,평점에 당했다 3시간 런닝타임에 불구하고 이정도면 훌륭한 작품이다! 극장에서 안본걸 급후회ㅠ
10,솔직히 재밌짜나요. 충무로영화보다 수십배 재밌구만 영화볼 줄은아나?
8,확장판 VOD로 봤는데 볼만했다. 근데 너무 길어..  3시간
10,누가 재미없다고 했지?
10,감독판 얼티밋 컷을 먼저 봐서 그런가.. 나름 나쁘진 않았음. 30분 늘어났을 뿐인데 새로운 인물이 등장하네
10,난 재밌기만 하던데 난 10점
10,확장판 보니 극장판보다 훨씬 좋아졌습니다 후회는 안할듯
10,꾸우ㅜ우루루잼애애애엠
10,잼있게 봤어요 두번봐도 될듯
10,개인적인 생각으로 이 정도 퀄 영화면 만들어준거에 감사하게 생각하고 봐야된다. 돈이 안아깝다는 소리
10,역시 슈퍼맨이 좋아요 조아요
10,자막은 욕할만하지만 나는 재미있게 봤음 번역은 영화탓이 아니잖아?
10,배트맨 머싯숴유 슈퍼맨도 머쉿서유
10,재밌어요진짜니나나ㅏㄴ
10,꾸르잼 말이필요없는듯 하.하.하.
8,나쁘진않았는데...?
10,재미있고 사람들이 왜 재미없다하는지 모르겠습니다.저는 이영화 추천합니다.
10,원더우먼 멋있어요~~^^
10,"스토리는 빈약하지는 않지만, 배우들의 행동에 의문이 들기는 합니다. 그래도 영상하나 만큼은 굉장히 좋구요, 네이버 평점으로 8점 이상이라고 생각함."
9,난 재밌던데 사람들은 왜 재미없다하지 ㅠㅠ
10,호불호가 많이 갈리네요. 전 보러갔다가 댓글보고 다른 영화로 바꾸려다가 딱히 볼만한거 없는건 마찬가지라 그냥 싸우는거나 보러가는거지 뭐 하며 봤는데  진짜재밌었습니다 ㅎ
10,도대체 너희들은 sf영화가 어디까지 재민있기를 바라냐?그냥 재미로봐라 내용자세히 생각지말고 이년늠들아 ㅠㅠ치고박고 터지고 sf는이런재미지 무슨 얼어죽을 내용이냐?
8,혹평이 많지만 충분히 재밌는 영화입니다.여타 히어로 무비와 견주어도 밀리지 않습니다.다만 마블같이 서브영화가 몇개 더 나오고 했더라면 더 대박니지 않았을까 생각합니다.
10,"대박! 초중반 조금 지루하지만, 후반부 액션 및 스케일대박!!"
10,상영하는동안 시간가는줄모르고봣네요ㅎㅎㅎ재밋어요
10,이영화관람료와 한국영화관람료가 같다는게 어이없을뿐. 한국영화는 사천원만 받아야 정상아님?
10,잘봤습니다 재미있었습니다
9,슈퍼맨의 결말이 너무 슬퍼요ㅠㅠ
4,"이 영화를 보면서, 인물간의 원한 관계의 그물망이 다소 개연성이 없어 보이더군요. 제 생각에는, 조금만 더 원한관계를 강조하는 장면들을 추가하거나 배우들의 캐릭터자체를 수정 했어야 했다고 생각해요."
10,세계관을 알고 보면 정말 재밌는 영화 하지만 모른다면 애매한 영화
9,중간에 지루한면이없지않아 있는데 잘만든영화네요재미 있어요
10,재밌어요!생각했던것보다 훨씬!
9,꿀잼꿀잼10101010
7,배우들 연기는 좋은거 같은데 전개가 지루하기도하고 너무 빠르기도하고 그냥 좋아하는 캐릭터가 나와서 좋게봤습니다
9,전 맨오브스틸을 재밌게 봐서 그런지 좋았어요 마블보단 무겁지만 그게 매력이에요
10,디시도 흥하길!!!!
10,디씨만의 다크함이 좋다!
8,우연히봣는데 재밋던데 마블팬들때문에 엄청 이미지 안좋게 씌여진거같네
7,이 영화는 돌연사와 같다. 멀쩡히 잘 가다가 갑짜기 죽었다... 영화속 대사가 떠오른다. 느그 어무니 마사시노?
10,진짜 참네 마사 단지 이름만 같아서 화해한것 같나?감독판이 아니고 그냥 두 번 봐도 왜그런지 알겠다
10,"슈퍼맨도 나와같은 사람이구나라고 깨달아 화해하게 되는건데, 이게 머가 이상하죠? 원래 이질적이다라고 여기면 배척하고, 나와 같다고 생각되면 금방 가까워 지는겁니다. 배트맨의 어머니에 대한 느낌이 슈퍼맨에게도 있구나 ..."
10,일단 개꿀잼이다. 오히려 마블보다 인간들의 감정들이 많이 첨부되있어서 좋았다
10,감독판을 봤는데 정말 대단했다. 후속작들이 너무 기대된다. 그러나 중요한 대사를 제멋대로 의역해서 관객이 판단할 여지를 남기지 않는 자막 번역은 문제가 많았다. 제발 다음 번역은 다른 사람이 맡았으면 싶다.
10,배트맨의 고뇌와 슈퍼맨의 고뇌를 진정 느끼는 사람만 보시길
1,마사?.이건뭔가요..
10,배트맨 정말 멋있다 잘생겼다  원더우면 크으
1,사실상 마사가 최강인 희한한 영화
10,생각보다대밌고시간잘감
10,설명은 초반엔 지루하지만  팬으로써 잼썻슴다ㅋㅋ
10,8점은 된다고 생각한다. 솔직히 미국이니까  이 정도 작품 만들 수 있는 거다. 부정적인 것보다 긍정적인 면을 많이 봤다.
10,평보고 걱정했는데 의외로 시간가는 줄 모르고 재밌게 봤다 직접 보고 결정하길
10,사람마다 다른거같음 난 재밋었어
1,디시는 그린랜턴 말아먹고도 정신 못차린 것이 분명함. 벌써부터 걱정되는 저스티스리그.
8,재밌네요ㅎㅎ볼만했어요
10,대박!!! 쨩입니다!!
2,중간까지는  졸려서   참느라고 힘들었고  생각보다 재미가 없었음.
10,지립니다....지리고지림굿
9,호불호가 확실히 갈릴것임에 분명하다.DC코믹스를 모른다면 영화보는내내 지루함을 느낄듯.개인적으론 저스티스리그 떡밥을 대량 투척해줘서 고마울 뿐.영화 부제가 더욱 본제에 어울리지 않나 싶다.
10,장모님과 집사람과 함께 관람하였는데 너무 잼나게 보았내요..
10,완전잼났어요원더우먼도짱ㅋㅋ슈퍼맨은당근최고베트맨도멋져요
1,감독도 문제고 각본도 문제고 배우들은 뭔죄냐
6,음... 쪼끔 실망...
9,난 어벤져스 비교도 안될 정도로 액션씬 보고 최고라 생각했는데 왜 이리 평점이 안좋은지 그 이름하나떄문에 아휴 진짜
10,아니..이게 왜 평점이 이모양이지? 마지막 전투씬은 정말 장관이다..영화 한편 반드는데 3천억이 들었고 전세계에서 1조도 넘게 번 영화인데 네이버 평점 믿지마라..ㅎ
10,"왜이렇게 평점이 낮죠? 거의 다크나이트 급인데.. 저는 정말 재밌게 봤습니다~ 스토리, cg 모두 훌륭했어요"
10,감독판 개재미있었음 스토리 자연스러웠고 진작에 감독판으로좀 내지.. 너무아쉽다 담 저스티스리그가 기대됬음 감독판 보삼님들 ㅋㅋ
9,충분히 재밌는 영화!단 세계관을 모른다거나 맨오브스틸을 안봤다면충분히 노잼
10,재밌게 봤는데 평가들이 너무 혹독한것 같다
1,자막과 영화의 환장할 하모니
10,"나만당할수 없다,ㅋㅋㅋㅋ"
10,"영화관에서보고 오늘 다시봤는데도 진심 재밌는데 도대체 평점이 왜이러지 이해안되네, 마블영화는 밝고 가벼운 영화라 치면, DC는 그 반대다 어둡고 무겁기때문에  저평가되는건가, 액션씬도그렇고 이정도면 수작인데, 이해불..."
10,호불호 심하다지만 개인적으로 엄청 재밌게 봤음
1,억지로 만든 티가 너무 많고..재미도 없음..
10,재미없다고 해서 기대 안했는데 재미만 좋았습니다. 데드풀 보다 훨씬 재미있었네요
6,영화를 보고나서 느낀건 이렇게 배트맨을 잘 살릴 수 있었으면 맨오브스틸전에 배트맨 단독영화를 시작으로해서 배트맨  > 맨오브스틸 > 배트맨 V 슈퍼맨 (철저히 두사람만 다룬 영화로) 이런 순으로 흘러갔으면...
1,아오 진짜 이해 안되는 연출에 이해 안되는 스토리에그냥 망하려고 작정을 한것 같습니다. 어떻게 이렇게 막 만들 수 있습니까?
8,제발 ...설마..?
5,DC팬들에겐 슈퍼맨 뱃신 원더우먼을 한자리에서 볼수있는 꿈의 장이지만 그외 사람들에겐 슈퍼맨과 뱃신의 대립을 위한 밑작업이 너무 길어서 지루했을 거라고 생각된다.더군다나 뜬금없는 동명이인으로 대동단결은 아이디어낸놈 ...
7,"어머니의 인질극에서 배트맨이 그장소를 알고 구출할정도면, 차라리 슈퍼맨이 배트맨과 싸울 필요도 없이, 직접가서 구할 수 있었을텐데...  막판 원더우먼은 조금 생뚱맞고..(옆의 관객들이 피식할정도로..)"
1,S: 우리엄마 이름 마사야~! B: 진짜? 우리엄마 이름도 마사인데~S: 그래?? 그럼 우리 친구하자~B: 그래 좋아~!!
1,개연성도 없고 왜 싸우는지도 모르겠고 빌런은 왜 빌런인지도 모르겠다. 원더우먼은 왜 등장한지도 모르겠고 액션씬도 둔탁하기 그지없다. 이제부터 DC코믹스 영화는 믿고 거르겠습니다.
10,마사드립치는 코찔이덕에 철학가려져 망작이된 비운의히어로물 ㅡ 마블을 생각하고 디씨영화를 보는 코찔이들
9,"다른 건 몰라도 연출에 포인트 주는 거 하나만큼은 훌륭했음 적절한 브금도 예술... 가장 인상 깊었던 씬은 배트맨 첫 등장 때 모서리 쪽에 실루엣 비치던 모습, 원더우먼 정체 밝혀질 때, 슈퍼맨이 홍수 난 재난 지역..."
6,"확고한 신념을 가진 불살주의, 편집증적이었던 배트맨이 지극히 자기중심적인 일개 자경단 수준으로 전락해버렸다."
10,DC 유니버스로 본격적으로 한 판 벌려놓고 놀아볼려는 거대한 대 서사시의 시작이라 서사 전개가 불가피 하다보니 초중반까진 어쩔수 없이 조금 루즈하게 감... 일단 맨 오브 스틸부터 시작한 슈퍼맨 스토리는 솔직히 너무...
10,오랜만에 다시 보니까 처음봤을때와는 느낌이 많이 달랐습니다. 배트맨과 슈퍼맨 서로 각각 인간과 슈퍼울트라 초인으로 다른 입장과 시각으로 정의와 선과 악에 대해 고뇌하는 모습등...
2,개연성이 너무 심각하게 부족하다.
8,랙스가 배트맨과 슈퍼맨에게 심어놓은 분란의 씨앗을 이해하지 못한다면 지루 할 수 있다고 생각한다. 그리고 배경지식이 없으면 좀 모를 수 있다고도 생각한다. 하지만 저스티스 리그 보단  재미있다.
6,내용이너무난해하고어수선하다
10,"이 영화와 음악, 세 번을 보니 느낌이 오네요..확장판으로..'당신이 내 세상이지'인생 영화로 두말할 필요없네요!잭이 그립습니다ㅜㅜ"
10,"극장판만 본다면 6점, 감독판을 본다면 8.5점 나올 영화.감독판은 정말 괜찮은 영화입니다."
10,"영화관에서 볼때는  너무 길고 흡연욕구 생길만큼 초반에 지루해서 평점 6점, PC로  재다운받아볼땐   첫관람때  못느낀  영화속 재미요소를  알아차릴수  있었다. 못보고 지나간 대화 되감기 해서 그런가  두번째 평..."
10,확장판 3시간짜리 보니 겁나 재밌구만.극장판은 왜 저리 싸우나 느낌이라면 확장판은 루터가 이간질 잘해서 싸웠구나 정도의 개연성은 충분함.  급화해는 조금 아숩지만저스티스리그 기대된다
8,확실히 감독판이 낫다세간의 평만큼 나쁘진 않음
1,인생 졸작. 영화관에서 봤는데 이해도 안 가고 갑자기 전개가 왜 저런 식으로 되는지 황당하고 보다가 걍 잘까 하다가 돈 아까워서 꾸역꾸역 봤다
1,????내가 뭘보고있는지 내가뭘본건지 이건뭔지
1,아니 진짜 확장판은 잘 쳐 만들어 놓고 왜 편집을 그따구로 해서 상영을 하냐 이해할 수가 없네 걍 러닝타임 3시간 잡고 그대로 내지 그랬냐 중요한 부분은 죄 다 편집을 쳐 해서 상영을 하니까 내용이 이상하지
1,둘이왜싸우지? 아몰랑~ 둘이왜화해하지? 아몰랑~
1,아들 친구 잘 둬서 구사일생
10,3시간짜리 봤는데 최고네 왜 평점이 낮지ㅠㅠ
10,확장판으로 봤는데 8점대가 적당하다고 본다. 평점이 낮아서 10점줌
10,다들머리들이나쁜가? 화해하는계기가어이없다길래 봤는데 이게 화해로보임? 배트맨은 오해하고있고 슈퍼맨은 배트맨설득시킬라고 어쩔수없이 치고박고싸우다가 엄마이름 나와서 배트맨이 순간정신차리게된것뿐인데...그부분도 이해시킬라...
9,솔직히 극장판은 망했는데 감독판(확장판)으로 다시보면 꽤 수작!! 앞으로 나올 DC코믹스 베이스를 어느정도 설계했다고 봐도 무방할듯~ 본다면 꼭 감독판으로 다시보시길!! 근데 한스짐머가 참여하면 왠만하면 다 수작인듯...
9,음 좋다 확장판으로 보셈 극장판이 어떻길래 악평이 쩌네
8,초반 전개를 더 축약했다면 좋았을 듯. 배트맨이 슈퍼맨을 죽이려고하는 것과 또 살려주는 이유가 너무나 개연성 없다. 개취로 마블의 가벼움과 산만함을 별로 좋아하지 않기에 DC가 마블 스타일로 갈 것 같아서 걱정. 더...
