score,text
8,자동차 Cg 잘했어요 분장도 대단하고 현대나 미래사회는 좀비세상  가족의 사랑만이 희망이다. 가족의 희망이 온누리에 이어지길 바랍니다
2,돈주고 보기 아까운 영화
10,연출 연기 좋고 스토리 감동적이었어요
2,"신파밖에 안 남은 영화너무 많은 걸 집어넣으려다 영화가 터져벌인 참혹함을 볼수 있다.제발 돈낭비하지 마세요,, 아무리 강동원이라도 이건 선넘은거지"
8,생각했던것보다 괜찮았어요
2,나는 좀비 영화를 보러 간건지 레이싱 영화를 보러 간건지 모르겠네...
9,"확실한건 부산행은 좀비 영화, 반도는 포스트 아포칼립스물입니다.개인적으로 포스트 아포칼립스 장르를 좋아하는 사람으로 액션이나 배경들을 너무 맘에 들고 재밌게 봤습니다. 스토리 개연성이 살짝 떨어진다고는 해도 진행이 ..."
8,"재미나게 잘 봤습니다. 근데 평점이 다들 박하네요… 매드맥스, 워킹데드에서 본듯한 내용들도 있지만 죽어가는 아이 곁을 떠나지 못하는 엄마나 사고난 가족을 무시하고 지나가는 31대의 자동차 등의 설정은 좋았어요… 글고..."
10,재밌어요 강동원 나와서 더 재밌게 봄 ㅎ
8,멀쩡한데? 뒤에 한 10분 조금 거슬렸지만 그것 때문에 못 볼 정도는 아니었어요.
10,코로나 시대가 오고 나서부터 삶에 재미도 없고 무료하기만 했었습니다 네이버 검색어에서 우연히 본 반도.. 평소 극장도 잘 안 가지만 스트레스가 좀 풀릴까라는 기대로오늘 아침 반도를 보았습니다 보고 나서 스트레스가 많...
10,한국 배경의 아포칼립스라니..신선그자체
6,재미있었어요하지만 두번은못 볼
2,"한발 후퇴했네,돈아까움"
7,해효 형님 아무것도 안해효ㅠㅠ
6,기대한만큼은 아니지만 충분히 볼만한 영화입니다 개인적으로 CG배경이 많은 영화는 좋아하지않지만 충분히 배우들의 연기력으로 몰입할수있었습니다. 볼만한 영화입니다
2,c급 영화  좀비들겁나 빠르고  애기운전 겁나잘하고. 유치빤쓰 영화
2,전 내상을 심하게 입어서 내일 출근 안할려고요.
6,쓸데없는 신파 존나 집어넣었음 ㅋㅋㅋ 연상호 아이디어는 아닐것같고 어떤놈이 다된영화에 똥가루 뿌렸냐 진짜 ㅋㅋ
1,"해외 관심에 힘을 싣고 싶지만, 판단 미스…. 아니야 2020년 악재 때문이야 더 좋은 영화….어떤 점이 좋았나요? 감상포인트를 추천해주세요!꼭 선택해야 하나요? 그럼 아무거나"
4,너무 기대했나봐요   ㅠ  실망
1,이기 8처넌짜리 영화가? 4처넌짜리 영화지.. 내 영화값 반도. 어서돌리도
3,모르겠다 그냥 아무생각없이봤음 후반부 억지감동조장
6,"차 달리는 장면의 연출과 좀비 연출력도 좋았는데스토리가 아쉬웠다, 뭐랄까,, 메인메뉴는 맛있는데, 반찬은 되게 기본...넷플릭스로 좀비물을 많이봐서 그런가..두시간 이내에 좀비물 스토리를 담기가 어려운건 맞겠지만 아..."
1,재미. 개연성. 인물표현 모두 놓친 영화
2,오그라드는 연기.... 연출... 슬프지도 않은데 억지 즙내기.. 기대가 큰만큼 실망도 큰 영화.. 코믹영환줄.. 보다 몇번 현웃터지던지 어이없어서.. 유치하그 그지없는데...
1,스토리 최악연기 최악클리셰 최악
3,"""신은 우리를 버렸다""장면 나올때 어떤 아저씨 보다가 콜라들고 나가시던데 같이 나갈걸 그랬다....CG도 너무 아쉽고 스토리도 아쉽고 기대를 너무한게 잘못인건가 전체적으로 너무 아쉬웠음"
1,진짜 실망스럽다. 이렇게밖에 못 만드나
2,아 정말 재미없었어요 ㅎㅎㅎ 댓글 알바 아니에요 그냥 살아있다가 훨씬 재밌어요
2,ㅈ노잼입니다...진심 돈 아까워요
2,감상평 = B급 영화이럴거면 그냥 애니메이션으로 만들지 그랬냐..앞으로 연상호 감독은 믿고 거른다
4,매드맥스에 윈터솔져 등장.
7,연출도 그냥 무난하고 자동차씬은 신선해서 좋았는데 뜬금없이 감동을 억지로 이끌어내려는것이 좀 갑분싸임. 그냥 킬링타임용으로 보면 괜찬을듯
1,액션오락영화 말도 안되는 연출
2,흥행성 높은 주제를 가지고 제작비만 허공에 날린 듯????
4,"cg가 너무많아서...좀 거슬리고 영화몰입에 방해가됨..좀,,,비추"
6,"시나리오는 흥미로우나 개연성이 똥망, 마지막 신파는 과했음, 자동차 추격씬은 볼만함"
1,평점 안남기는데 이건 좀 너무하네요 진짜 ㅠ추천 못하겠어요
1,그냥 구교환 좋아서 속는셈치고 보러갔는데 정말 구교환빼고 볼 거 하나도 없었다.특히 마지막에 진짜 극장 뛰쳐나올뻔... 이렇게 구질구질한 영화 오랜만에본다. 심파의 끝판왕.너 울어! 울라구!! 라고 막 강요당하는 기...
1,평론가들 존나 오이해야 평론가 뇌물먹음? 지금 이영화 평점이 6점에서 7점이 맞는말이냐? 이 영화 설정오류도 ㅈㄴ 많은데 어느정도 설명을 해야하는거 아니냐? 1.바이러스 원인 4년이 시간동안 1개모름 원인 고작 공장...
3,"모순점 5가지. 1. 다급한 상황에서 쓸데없는 신파, 억지 감동 조장으로 몰입하기가 힘들다 2. 누가 죽고 누가 살 것인지 예상이 가능하다, 3. 주인공만 총알과 좀비가 빗겨나가는 전형적인 한국형 히어로. 4. 현실..."
3,어제는 평점 9점 중반이었으나 확 떨어진걸 보니... 역시 존버는 승리한다!!!
4,너무 많은 것들이 담겨잇음! 재미없음!
1,"마지막에 권해효 아저씨가 ""지금이야!""라고 말하면 나가세요"
1,더랍게 유치한 심파극
1,만화영화보고도 질질짜는 찌질인데 너무 웃겨서 눈물이 나오지않음. 코미디 영화로썬 괜찮았어요^^
1,새벽의 저주 + 매드 맥스 3류 영화의 끝 제발 보세요 나만 당할 수 없지
5,처음엔 정말 몰입감이 좋았는데 뒤로갈수록 분노의질주 보는거 같았어요.
7,개인적으로 부산행보단 더 제 취향이였어요 스토리보단 자동차액션신이 최고
5,매드맥스+레지던트이블 짬뽕한느낌이 확 남..마지막에 억지감동씬만 빼면 그냥저냥 볼만한듯
7,나는재밌었는데?? 강동원존잘 인정??
2,좋은 점을 찾기가 어렵다.
5,강동원의 외모와 중딩의 운전 실력이 돋보였다.
1,아 평점 다 썼는데 지워졌네요.귀찮아서 짧게 씁니다....모하비 운전했던 여자아이 연기 너무 좋았고강동원 부터 CG로 만들어진 좀비까지 다 연기를 못했어요.요즘 유투버 수준도 이 보다는 높을걸요. 적성에 맞는 직업선...
8,낫밷...생각보다 괜찮아요
4,"왜 이게 인기가 많다는 건지 이해를 못 하겠다. 이쯤 되면 사람들이 속았다고 해도 무방한데. 저번에 보니 감독이 뭐 관중이 이상하다 이런 소리 하던데, 우리가 이상한 게 아니고 애초에 너무 뻔한 스토리를 넣었다. 왜..."
8,사람대좀비면갠찮은데대부분 사람대 사람 상대라서조금아쉽네요차 추격전이런 부분은 볼만그래도 재밋게 보앗네요
4,악역을 굳이두명이나쓸필요가있었을까싶다
8,평이 안좋아서 안보려고했는데 의외로 재밌던데요 킬링타임용으로 딱이에요 영화보고나서 다들 이게 왜 재미없는거냐구 속닥속닥
4,"오우 마이 갓.,.."
6,약간 ..매드맥스 같은 느낌이었어여 중간중간 너무 감동짜내는 부분만 좀 줄였어도 훨씬 괜찮아졌을듯. 평점이 너무 안 좋은데 그 정도는 아니고 킬링타임용 팝콘 무비로서 적당합니다
6,스토리는 잘모르겠는데중간중간 의문점이 계속남았어요 왜?가 많았고 차량신만 기억에 나네요
1,그냥 이정현이 방아쇠 당기고 엔딩 크레딧 내려야 했다.
1,스토리하나없고 질질끄는느낌만 느껴지고 강동원은 잘생겻다
2,"하....배우들의 연기는 좋으나 내용의 흐름과 개연성이 너무 없다고 느껴졌습니다평점 8,9점 받을 영화는 아니라고 생각합니다"
6,좀비영화에  신파극은  좀  아닌것  같습니다.
4,하...CG....중국보다 못한...
6,부산행을 너무 재밌게 봐서 솔직히 기대한거보다 실망이 컸다 재미도 액션도 감동포인트도 부산행에 못 미친다. 하지만 반도 자체로만 봤을 때는 부산행과는 또 다르게 새로운 교훈을 담고 있는 영화다.
7,영상미는 볼만해요. 신파는 어쩔 수 없네요.
6,액션만 재밌습니다
1,좀비나 인간이나 어중간하게 무서운데다 강동원의 잘생김도 어중간하게 나옴. 아니 총맞은 이정현보다 늦게뛰는 좀비를 뭣에다 쓰냐고...
1,"영화에 대한민국이라는 국가명은 하나도 안나오고 대신 반도라는 이름을 붙이고 재기불능 국가로 묘사, 북한이 오히려 안전한 국가로 표현, 한때 인간이었던 피해자들을 벌레 죽이듯이 죽임, 권해효 나옴, 마지막에 헬기에서 ..."
6,우리아들이 재밌게봣음 이아버지는  후회가없다  ㅋㅋ
1,최악이다 정말.... 근데 권해효는 뭐냐... 퇴물이네..
2,보고나서 느끼는거지만 별점10점 주는사람이 나올수가 있다니... 보시기전에 이댓글보고 맛있는거 드시길 바랍니다
3,"전체적인 영상미와 스토리는 좋았지만 , 좀비라는 특성을가진영화치고는...먼가...자동차액션물느낌만들고...."
6,부산행에서 내렸어야했다...  미안해 동원오빠
1,진짜 너무너무너무너무너무 진심 재미없고 진행 느리고 주인공들 감성씬에서는 매너좀비
2,길게 말하기도 짜증남요약:한국판 매드맥스에 좀비 한방울과 신파 한대짝 섞은 연금술의 결과물
1,평점8점대는 사기다..알바들이 있다...한국영화의 종말이다..
6,첨엔 먼가 그럴싸하게 시작은 했는데 후반부로 갈수록 좀비영화라기 보다 액션영화란 생각이 들게됨...막판 신파는 좀 억지스러웠다는...
2,인랑이 이렇게 재미 있는 영화였구나..다시한번 느끼게 해주는~https://youtu.be/W2wxIFSUU2I이게더 재미 있지 않나 싶다.
2,정말 대박입니다. 대충 만든  웹드보다도 못하네요. 나원 살다 살다 첨봤네.. 자칫 킹덤의 인기 몰이에 찬물 껸질까 두렵네요. 제발 해외 배급 안하는게 애국입니다.
1,쌍팔년도 대사에 연출에 이거 진심으로 만든 영화인가요? 대사 하나하나 못 들어줄 정도입니다. 스토리 개연성 엉망이고 제가 본 상영관에서는 3명 나갔습니다. 부탁이니까 제발 보지마세요.
1,연상호 감독의 진짜 실력은 부산행과 염력 중에서 염력인걸로...
4,캐스팅부터 스토리까지 다 별로
6,시기적으로 영화산업이 움츠러들어 개봉작이 적어서 본거지 코로나 아니였으면 영화관에서 볼 정도가 결코 아님
6,카트라이더보는줄..
6,즙짜는 스토리는 좀..;;
6,"설정 좋고, 연기 좋고, 장르선회 아쉽고, 신파 진짜 개 씨발 좀. 좀비영화가 액션영화로 변하면 어케되는지는 레지던트 이블이 잘 보여줬음. 그럼에도 그런 노선으로 간 게 이해할 수 없고. 그래도 혹평에 비해 볼 거리..."
2,
4,배우님들고생짱많이했을거같아요 반면에내용이지루하네요  좀비는그냥엑스트라...
5,부산행 속편을 기대하면 실망이고 카체이스씬은 압권임모하비 자동차 광고로 편집해서 쓰면 좋을듯
5,"감독님이 투자자들 압박으로 신파를 넣으신 줄 알았는데, 인터뷰에서 신파를 좋아하신다고 말하셨더라고요. 취향 차이겠죠? 스토리와 상관없이 구교환 최고."
1,정말이지 디워보다도 별로엿어요...
1,역대급 코미디 영화 ㄹㅈㄷ
1,이거 평점 왜이럼ㅋㅋㅋ 알바 엄청 풀었네 좀비랜드+매드맥스+월드워z를 어설프게 섞은 전형적인 한국영화
5,좀비영화인데 내용은 무슨 분노의질주 매드맥스임영화관에서 시간조절한다고 중간중간 중요한 부분을 다 잘라먹었는지 전체적으로 개연성 이야기의 깊이 모든것이 다 부실함
7,기대했던 것 만큼은 아니지만 볼 만 합니다.
1,신은 관람객 모두를 버렸다
4,좀비 보러 갔는데 좀비는 안나오고 모성애와 신파만... ㅠㅠㅠ 실망이었어요.
6,재미는있었지만..부산행보단 약간 다른느낌이랄까요..좀비게임같은 느낌이 더들었어요
8,아이 연기가 좀 어색햇지만 구성 및 긴장감 좋앗습니다
4,착해진 율리시스 클로밖에 생각 안나는 영화.
6,배경 및 영상은 화려하지만 연출 및 수토리 건개가 많이 약하다
2,돈주고 보는 모하비 유료광고?집으로 가는길... 모하비로 바꿔야되나? 고인했음
4,
9,재밌어요
6,흥미진진하고 재밌긴한데 결말부분이 조금 아쉽네요
6,미성년자의 무면허운전이 얼마나 무서운건지를 두시간에걸쳐  보여주는 ....그것밖에 기억이 안나!  방금보고나왔는데
6,뭐 볼만햇어요 집에서 보세요
7,마지막 장면이 조금 아쉽고 좀비영화 좋아하면 무난하게 볼수 있다고 생각합니다.
8,"부산행과는 다른 느낌이지만, 저 상황에 인간의 모습, 민낯을 그대로 보여주는 모습이어서 참신했어요"
10,"강동원, 구교환 얼굴 맛집"
8,코로나때 놀것도 없고 재미도 없는데 두시간 동안 이 정도 재밌고 즐거움 주면 된거지.. 시간가는줄 모르고 봤고 울다웃다깜짝 놀라다가 영화가 주는 카타르시스는 한번씩 다 느끼고 잘~보고 나옴!  보실분들 평점신경쓰지말...
7,나름 볼만한영화 재미있음
7,개인적으로 부산행이 비하면 낮지만 나름 괜찮았던 작품.
3,"신파의 향연. 연상호 감독 믿고 부산행 이후 염력, 반도 모두 영화관에서 봤는데 돈이 아깝습니다.돈 줄테니 다시 볼래? 하면 거절할 영화"
6,그냥그럼 볼만하요ㅋㅋ
10,솔직히 액션 겁나 멋있고 다들 연기 잘함
10,강동원 최고네요돈 안타까워요
6,기대한 만큼은 아니나 나쁘지는 않았습니다.
8,평점이낮아기대안하고 봤는데 저는 재미있었어요.아이들도 잼밌게 봤다고 하네요^^
6,너무 기대를 많이 했나봐요~ 배우님들의 연기는 훌륭하고 액션도 좋았지만 스토리가 아쉬웠어요
1,좀비영화 진짜 좋아하는데 이건 좀...;
8,"좀비 때문에 페허가 된 반도를 배경으로 한 좀비 재난 블록버터, 자동차 추격전과 액션이 시원시원하고 재밋습니다."
10,개 재미써요. 강동원이 너무 예쁨
1,강동원 연기도 몰입안되고 액션씬은 자동차로만 하는 느낌 뭔가 조연출 연기가 많이 아쉬웠어요... 마지막 눈물흘리게 하려고 하는 연출이 눈에 보여 매우 별로였습니다. 눈꼽낀거 떄려다 우는것처럼 보일까봐 못때고 화장실에...
9,역시 좀비물은 실망 시키지 않아요~~~다들 연기 왜이리 잘 하죠? 전 재밌게 봤습니다
10,좀비보다 사람이 더 무섭다는 걸 보여주는 최고의 영화
8,너무 스릴있게 재밌게 봤습니다~~강동원님 여전히 잘생기셨네요 ㅎㅎ 오랜만에 스트레스 풀고 왔습니다~~
10,6개월동안 참은 영화욕구가 드디어 해소된 것 같다
10,강동원 잘생겼고 진짜 재밌었고 감동적이고 암튼 재밌고 그냥 차 운전 실력 대박이고 결론은 전 재밌었어요.
10,강동원 얼굴.목소리.키 가 재밌음영화도재밌음 감동있고 액션신조았다난재밌게봤다
10,좋은 영화 좋은 배우 좋은 연기
10,강동원연기 짱인정~막판에 이정현 모정애의 사랑에 눈물바다~감동적인 영화 입니다.
7,재미가 없진 않은데 왤케 평점이..? 흠
10,나는 이정도면 10점준다.. 사람들이 너무 기대가 높음... 얼마나 고퀼 영화만 봐왔길래... 이런 영화 만들기도 힘듬... 조금 아쉬운점 있지만 내마음10점
10,"액션물, 좀비물 매니아로써 극찬하고싶은 영화. 분노의질주, 매드맥스, 워킹데드, 존 윅 등의 장면이 떠오르는 부분들이 있었고, 우리나라영화가 이정도 전개와 연출까지 되는구나를 느낌! 매분 매초 짜릿하게 잘 봤음. 배..."
1,태어나서 처음 영화 평점을 답니다.너무 돈 아까웠어요.진부하고 억지스러운게 요즘 영화 같지 않았어요.이정현 배우님 연기 잘 하는 배우라 생각해서 기대하고 봤는데 참 별로였고하 그냥 전부 다 맘에 안 드는 영화
6,부산행 4년후라고 했는데 스토리상 이어지는 부분은 없었어요액션부분도 너무 아쉬웠고좀비들도..그닥
10,강동원 얼굴부터 짜릿해요
6,부산행 후속편이라 하기에 좀 그렇지 않나
4,강동원이 다 한 영화. 매드 멕스와 월드 워 z의 믹스.
4,개연성이  많이  떨어졌고 진부한 느낌조연배우분들 연기가 넘  오버핏  대작요소와 감동적 부분들은  있었는데부산행 보고  기대를 해서 인지 ....
1,
1,반도 믿을수 없는 스토리 전개....거짓말 같은 결말
2,보면서 든 세가지 의문점.. 강동원이 왜? 이정현이 왜? 내가 왜?
1,코로나를 뚫고 가서 본 영화인데 부산행 반도 못하더라. 개망 . 한국영화 어떡해. ㅠ
1,"영화가 재미없다는 관객들에게 변화를 못받아들이고 시대에 뒤떨어졌다는 듯이 개소리한 인터뷰 잘 봤습니다. 죄송합니다. 변화를 못받아들인, 시대에 뒤떨어진 관객이라서..."
1,최악~~~~노잼 지루하고 뻔한..
6,기억나는 건 서대위....
2,완전 별로..입니다 이건 너무
2,"미스캐스팅, 어이없는 스토리 전개, 슬프지도 않지만 감동만 주려는 이해안가는 상황들, 하급 그래픽"
2,그냥 딱히 할말이 없네OO
2,중간중간에 억지스런 감동을 집어넣으려는 신파 이제 제발 끝내줘... 오글거려서 보는 동안 괴로워 미칠거같아...
2,신파...신파...신파..
1,부산행보단 확실히 못하네요...
4,초중반은 생각보다 영상미도 좋고 액션도 헐리우드 만큼이나 좋아서 왜 사람들이 별로라고 한거지 했지만 마지막 30분에서 전형적인 한국 신파를 보고 알았습니다 마지막 30분이 영화를 망치네요
6,좀비 액션은 딱히.. 기억에 남는 건 차 액션과 노을 속에 있는 강동원 얼굴
2,부산행 연출은 우연인걸로..염력 반도로 밑천들어난듯 이젠 믿거 감독으로 추가
2,"진심 내다버린 돈인 느낌입니다,."
2,음...이걸 마스크끼고 본 내가 미친놈이지...차로 좀비들이박는게 넘 길다..
2,언제쯤 신파 없는 조선 영화를 볼 수 있을까
4,아니 그래서 뭐지.... 똥싸다만 느낌은...질질끌다 어이없이끝나네
3,동원아 담부턴 감독 잘 보고 작품 골라라..  연상호는 옛날 충무로 늙은이 감성이 있단다.. 스토리나 구성이 현대적으로 보이지만 존나 구닥다리 연출이 그 핵심에 있단다...
2,
2,쓰렉쓰렉쓰렉오브쓰렉
2,매드맥스 찍다가 7번방의 선물 싸발
2,여성우월주의 영화인가요???;;;  운전은 죄다 여성들이하고 모하비 드리프트를 여자애혼자 한손으로하냐 ....강동원 왜쓴거야
4,제작비 아까운 영화..매드맥스 같은 자동차 추격씬말고는 볼게 없네..부산행하고 아역연기 너무 비교된다.. 스토리가 별로임
2,"알바댓글 특)배우가 잘생겼다, 이쁘다, 배우들 언급만 함. 악평 댓글들 사이에 구체적인 의견없이 그냥 재밌다고만 함. 아이디 클릭해서 평점 준 영화들 보면 다 한국영화에 10점 댓글임 외국영화 1점 테러하는 경우도 ..."
2,0점이 없어서 1점..
10,강동원 땜에 시간가는줄 모름
6,중간까지 딱 중간까지 볼만했음...
8,좀비보다 사람이 무섭다
5,제목 값 잘 하네요....ㅋ
7,억지신파때문에 많이 아쉬운영화
3,모하비는 잘달린다
6,모하비와 테크노 여전사
8,마지막 엔딩 빼고는 진짜 재밌게 봤음!! 고민 중이시라면 보는 걸 추천 드리겠음!
1,잠들라고 하면 자꾸 총소리남
1,"이정현연기 진짜 못 봐줄 정도로 짜증나고 대사하나하나 오글거려서 보는내내 욕이 자동적으로 나올정도였다. 영화 스토리도 이게 레이싱영화인지 ,군대영화인지, 좀비영화인지 모를정도로 개연성도 없고 그냥 부산행 반에 반도 ..."
6,배우들의 진지하고 최선을 다하는 연기에 박수를 보낸다‥ 좀비와의 싸움이 아닌 끝에 몰린 인간의 심리를 잘 표현했으나‥ 뭔지 모르게 끝이 아쉽다‥
1,왜 이게 지금 200만을 넘기나?어처구니없네
1,부산행 감독맞냐... 진짜 한동안 한국영화 못볼듯 제발보고 후회들 마세요
1,"배우들 책임이 더 큼.  이런 말도 안되는 억지스러움과 앞뒤 안맞는 쓰레기영화를 만드는동안 안 말리고 뭐했니?그래도 좋았던 건,  좀비들이 예의가 바름.  울고불고 하는 동안, 주인공들이 감성팔이 생쏘할 때는 절대 ..."
1,"진짜 재미없습니다 그냥 보지마세요 부산행 같은 퀄리티 기대하면 안돼요 그냥 대실망입니다 영화 한마디로 그냥 자동차광고 하는 걸로 밖에 안보였어요 무슨 추격하는 장면만 거의 한시간,,,"
1,분노의질주 +매드맥스+어설프게 따라한 부산행+그리고 신파극 보는줄 알았습니다...
1,능력없는 감독은 사라지는게 맞다. 재미도 없는 영화 국산이라는 이유만으로 봐주는건 오히려 곪아 썩은내 나는 한국영화의 마침표를 찍는 일이다. 과거의 명장들은 다 어디가고 이런 졸작들만 남았는가. 충무로 쓰레기들은 다...
2,너무재미없다 ..너무..매우 따분함
2,살아있다보다 재미없음
3,부산행 비비지 마라 어디 버스탈려고 ㅅㅂ
2,빠르면 올추석 늦어도 내년 설  특집 OCN으로 나올듯...
2,영화 반도 못보고 나오고싶었다.
4,부산행생각하고 보지마세요
2,분노의 질주 좀비에디션
2,이건 무료로상영한다 해도 시간아까워서안보겄누
8,마지막 신파극과 억지가 조금 별로였지만 자동차액션이나 배우들연기가 좋아서 재밌었네여 그리고 강동원이 거지처럼 나오는데도 잘생겨서 볼맛도 나요
6,기대했던것보다  스케일은 큰데  부산행보다  재미가 엏네요
5,"조금은 유치한 감동 끼워맞추기.... 전작에 비해 좀비액션이나 극적인 상황, 긴장감 등 아쉬운 부분이 많았네요. 아역들의 드라이빙액션씬이 가장 볼만했었습니다."
1,집으로 + 염력 = 반도.. 반도 안보고 나왔어요
1,"그냥 쓰레기입니다,,,"
1,에바임....;;;
6,볼 만했습니다. 막 재밋고 하지는 않아요 중간중간 하품 좀 햇음
6,부산행과의 계연성은 그냥 좀비사태이후 4년이라는 점 외엔 연장선이 없네요.속편이라는 내용보단 레이싱 느낌이 너무 강했구..그냥 한번정도는 볼만한 킬링타임용 이라고 생각합니당.
4,부산행이 임팩트가 컸음.
2,코로나19여파로 영화관 몇개월 안가다 와이프랑 늦은시간에 관람을 했습니다... 와우~~!! 아무리 쓰레기 영화여도 끝까지 다 보고 나오는 스타일인데.. 처음으로 보다가 나왔네요..스토리 개연성 NO! 좀비보다 이정현...
1,"이건 정말 실망스럽습니다.제가 부산행, 킹덤으로 국뽕에 차오르고 외국 좀비물에 눈이 높아졌다곤 해도 이번 부산행 후속작인 반도는 극실망입니다.영화관에서 답답함, 불만을 토로하는 관객이 엄청나게 많았습니다. 댓글들은 ..."
1,"한 쪽에선 기생충.  그리고 또 다른 한 쪽에서는 여전히 관객들을 기만하는 이런 쓰레기 영화.  그놈의 신파는 안넣으면 제작사가 뭐라고 하냐?  능력이 안되면 시대 설정 좀 잘해서 CG 좀 덜 넣던가.  ""나..."
1,자꾸 이러면 정말 한국 영화는 거르게 된다...
4,내가 감독이면 부산에서 좀비 막는 스토리를 만들었겠다 거기서 메인좀비로 마동석 넣었을듯 그냥 감독이 돈에 눈이 멀었고 영화 스토리 개나 줘버림 서울역 애니를 프리퀄로 내놓은것부터 이미 영화 스토리는 산으로 감 애니전...
1,제발 한번만 믿고 보지 마세요.
1,그저웃음만나옴 ㅋㅋㅋ그냥웃길려고만들었나ㅋㅋㅋ
6,엄마 : 이걸 사네 ㅋ제인 : 어케 살았누 ㅋㅋ
8,
6,역시 좀비 소재라서 스릴은있었는데 연출 스토리는 그닥..
6,신파이긴 한데 반년 만에 영화관에서 영화를 봤다는 것 자체 만으로도 ㅠㅠ
2,최악의영화...운전씬 빼곤 다 별로
1,운좋게 염력을 걸렀는데...반도에서 걸렸네 ㅠㅠ젠장할! 감상포인트 하나라도 선택안하면 댓글등록이 안되서 ost선택했습니다. 좋은면은 단한개도 없습니다
6,이레는 이정현이 자살할려는게 보이나? 한 시력이 4.0인가
8,저는 너무 잘 봤습니다. 감동적이게 보았습니다.
4,"부산행 때문에 기대감을 갖고 본 영화인데... 스토리, 액션, 뭐 하나 특별함이 없었던 영화.반도로 잠입하는 요원 중 웬 아줌마? 마동석같은 인물로 깔아도 모자를 판에 ㅋㅋ... 자동차 추격전은 CG가 너무 과해 스..."
7,재밌는데 스토리가 너무 아쉬움ㅠㅠ
5,부산행보다는  차로 움직이는 씬이 많아서 그런지 긴장감이 덜 했고 공포물 보다는 액션 스릴러 장르가 더 맞는것같다 연기들은 다 좋은 배우들로 해서 그런지 연기는 괜찮았고 스릴을 즐기고 싶은사람들이 보는걸 추천한다 그...
6,"부산행이 워낙 재미있게 본 기억이 있어서 그런지,,  기대에는 못 미치지만 가볍게 보기는 좋은 영화였습니다."
5,"영화 마지막 10분 없는게 더좋지않을까,,,흠"
10,엥 재밌는데 평점 안좋넹
1,하..10자 채워야 되서 쓰는데 진짜 이건 좀 심했다
1,앞유리 없는데 전속력 운전가능한가요?
8,카레이싱의 액션과 영상이 긴장감있고 좋았습니다 시간이 빨리가는 느낌이었어요좀비로 변하는 연기가 가장 일품입니다
10,킬링타임으로 재미있게 보았습니다.
8,시간 가는줄 모르고 봤어요... 그러면 된거죠^^
8,1.강동원잘생김2.이정현 연기잘함3.사람 으
7,큰 기대를 안하고가서 그런지 나름 재미있게 본것같아요 배우들 연기는 좋아요...다만 신파요소가 너무 눈에 띄어서 호불호가 갈릴것같긴하네요
1,염력만든 감독....
2,졸았어요.... 역시 강동원영화는 믿거...
7,스토리나 개연성보단 액션이나 스릴 좋아하시는 분들께선 재밌게 보실 듯 하네요.
10,"별 10점짜리는 아니지만, 알바테러때문에 10줌. 여기나오는 평가만큼 나쁘지 않음. 액션 괜찮고, 연기 좋고, 연출 좋음. 한국적인 신파요소는 있지만 전체적인 흐름을 보면 웰메이드임. 너무 평점 신경쓰지말고 봐도 갠..."
2,스토리가 별로에요.
10,초딩 애들이 재밌다네요
8,"액션,연기 둘다 무난하게 관람 할 수 있는 영화입니다.요즘 관람한 영화중 그나마 볼만한 한국영화 였네요!!"
4,이거 영화 왜이래요...?
10,순간 깜짝 깜짝 놀라는재미 좋았습니다 ^^스토리도 좋았구요~
7,아침에 조조로 와이프랑 같이 보고 조금전에 들어왔습니다.  우선 k 아포칼립스를 정말 설정을 잘한것 같아서 칭찬합니다. 라스트오브어스 게임의 한장면이 생각나는 설정이였습니다.  스토리는 좀 빈약해 보입니다. 그래서 ...
10,부산행보고 너무 재밌어서 이영화도 봤어요~ 정말 너무너무 재밌는 장면들도많고 감동적인 장면들도 많네요! 동원오빠 넘모 잘생겨또!
6,이도저도 아니지만 강동원이 일당백함
10,"마지막으로 본 영화가 무엇인지 기억조차 안나는 3살 5살 애기엄마인데요..전 화면에 나오는 좀비가 너무 무섭던데요, 다들 연기도 잘하시구요. 이 영화 보면서 느낀게,,코로나 바이러스 더더더 조심하자.. 그리고 액션 ..."
1,감독님아...앞으로 영화는 하지 마시게...진심이야..염력부터 이상하다 싶더니 반도에서 확실해지네..근데 도대체 부산행은 누가 만들었던 걸까?
10,재밌게 봤어요! 전작때문인지 평점이 생각보다 낮은 것 같아요. 스케일과 액션이 커서 좋고 흥미진진해요. 반도는 여러 번 봤는데도 재밌길래 vod도 구매했습니다
1,별로였음 차라리 부산행 한편 더보겠다
10,강동원 잘생겼다....
4,오직 액션...그것도 자동차씬만 볼만함....영화 후반에 손발이 오그라 들어서 미치는줄...시나리오도 별로... 개연성도 부족하고...4년전에 본 사람을 다시 볼 확율은 얼마나 될까?
3,카체이싱말고는 좀..
2,차량 액션만 기억남...
5,예산 투자할 때 스토리 부분에 많이좀 투자했으면 좋겠음
6,"그냥 좀비 배경 액션 영화, 좀비가 지나가는 트럭 역할일 뿐"
1,
1,꾹 참고 마무리까지 보려다가 나왔네요..재미로는 보지마세요 강동원 보려고는 보세요전형적인 한국적 큰소리에 깜짝 깜짝 놀라는달리기 운전하기  끝
2,감독이 고급 재료로 라면 끓여먹음
